City,Date,PM2.5,PM10,NO2,AQI
Delhi,2023-06-15 04:00:00,33.1,65.7,26.8,54.96
Delhi,2023-06-15 05:00:00,31.1,59.0,23.3,51.760000000000005
Delhi,2023-06-15 06:00:00,28.9,58.1,23.4,46.24
Delhi,2023-06-15 07:00:00,28.3,59.6,23.4,45.28
Delhi,2023-06-15 08:00:00,24.6,58.7,21.8,39.36000000000001
Delhi,2023-06-15 09:00:00,23.1,62.2,17.9,36.96
Delhi,2023-06-15 10:00:00,25.0,73.1,12.6,40.0
Delhi,2023-06-15 11:00:00,27.2,82.7,7.3,43.52
Delhi,2023-06-15 12:00:00,27.8,86.6,6.1,44.480000000000004
Delhi,2023-06-15 13:00:00,27.1,85.7,6.4,43.36000000000001
Delhi,2023-06-15 14:00:00,25.9,82.4,8.0,41.44
Delhi,2023-06-15 15:00:00,24.9,78.5,9.4,39.84
Delhi,2023-06-15 16:00:00,23.7,74.3,11.4,37.92
Delhi,2023-06-15 17:00:00,25.2,72.9,18.8,40.32
Delhi,2023-06-15 18:00:00,25.4,71.0,26.4,40.64
Delhi,2023-06-15 19:00:00,28.0,66.6,37.2,44.800000000000004
Delhi,2023-06-15 20:00:00,30.7,68.0,48.9,51.12
Delhi,2023-06-15 21:00:00,33.2,69.8,52.6,55.120000000000005
Delhi,2023-06-15 22:00:00,34.6,71.5,53.9,57.36
Delhi,2023-06-15 23:00:00,35.9,71.9,54.1,59.44
Delhi,2023-06-16 00:00:00,38.4,74.5,53.4,63.44
Delhi,2023-06-16 01:00:00,41.7,78.5,51.8,68.72
Delhi,2023-06-16 02:00:00,45.5,83.4,50.2,74.8
Delhi,2023-06-16 03:00:00,49.7,88.7,50.9,81.52000000000001
Delhi,2023-06-16 04:00:00,55.3,95.7,52.4,90.47999999999999
Delhi,2023-06-16 05:00:00,49.7,86.1,46.4,81.52000000000001
Delhi,2023-06-16 06:00:00,52.9,89.2,43.8,86.64
Delhi,2023-06-16 07:00:00,43.5,78.9,40.1,71.6
Delhi,2023-06-16 08:00:00,37.4,72.2,33.8,61.839999999999996
Delhi,2023-06-16 09:00:00,34.8,70.8,27.2,57.67999999999999
Delhi,2023-06-16 10:00:00,34.5,71.0,19.6,57.2
Delhi,2023-06-16 11:00:00,34.0,70.8,11.7,56.4
Delhi,2023-06-16 12:00:00,33.4,70.5,9.2,55.44
Delhi,2023-06-16 13:00:00,32.5,70.3,8.5,54.0
Delhi,2023-06-16 14:00:00,30.5,67.5,9.3,50.8
Delhi,2023-06-16 15:00:00,27.9,64.0,10.4,44.64
Delhi,2023-06-16 16:00:00,25.4,60.1,12.4,40.64
Delhi,2023-06-16 17:00:00,24.4,53.0,20.3,39.04
Delhi,2023-06-16 18:00:00,23.3,50.6,32.0,37.28
Delhi,2023-06-16 19:00:00,30.4,56.0,48.7,50.64
Delhi,2023-06-16 20:00:00,44.6,75.9,65.6,73.36
Delhi,2023-06-16 21:00:00,54.0,88.7,68.6,88.4
Delhi,2023-06-16 22:00:00,59.0,95.7,67.1,96.4
Delhi,2023-06-16 23:00:00,64.3,103.8,64.2,114.19
Delhi,2023-06-17 00:00:00,71.0,114.6,63.6,136.3
Delhi,2023-06-17 01:00:00,80.3,129.0,62.8,166.98999999999998
Delhi,2023-06-17 02:00:00,90.1,143.9,61.8,200.32999999999998
Delhi,2023-06-17 03:00:00,99.7,158.3,60.2,232.01
Delhi,2023-06-17 04:00:00,109.7,174.2,58.4,265.01
Delhi,2023-06-17 05:00:00,25.8,42.7,30.1,41.28
Delhi,2023-06-17 06:00:00,27.1,45.1,32.9,43.36000000000001
Delhi,2023-06-17 07:00:00,28.8,48.2,36.9,46.080000000000005
Delhi,2023-06-17 08:00:00,27.8,49.4,38.9,44.480000000000004
Delhi,2023-06-17 09:00:00,28.7,52.9,35.1,45.92
Delhi,2023-06-17 10:00:00,28.5,53.6,28.5,45.6
Delhi,2023-06-17 11:00:00,27.9,52.4,20.8,44.64
Delhi,2023-06-17 12:00:00,28.2,52.5,17.5,45.120000000000005
Delhi,2023-06-17 13:00:00,29.7,54.6,15.3,47.52
Delhi,2023-06-17 14:00:00,32.5,58.4,14.9,54.0
Delhi,2023-06-17 15:00:00,36.1,64.0,13.9,59.760000000000005
Delhi,2023-06-17 16:00:00,39.1,68.2,13.9,64.56
Delhi,2023-06-17 17:00:00,40.3,67.8,27.2,66.47999999999999
Delhi,2023-06-17 18:00:00,42.6,71.7,60.2,70.16
Delhi,2023-06-17 19:00:00,56.2,89.9,106.6,91.92000000000002
Delhi,2023-06-17 20:00:00,71.7,112.5,144.4,138.61
Delhi,2023-06-17 21:00:00,73.1,117.1,131.1,143.22999999999996
Delhi,2023-06-17 22:00:00,40.6,71.9,97.0,66.96000000000001
Delhi,2023-06-17 23:00:00,30.6,52.3,57.9,50.96
Delhi,2023-06-18 00:00:00,30.6,52.0,48.3,50.96
Delhi,2023-06-18 01:00:00,32.0,52.3,45.8,53.2
Delhi,2023-06-18 02:00:00,34.2,53.3,44.7,56.720000000000006
Delhi,2023-06-18 03:00:00,37.1,56.7,42.6,61.36
Delhi,2023-06-18 04:00:00,39.7,59.6,41.4,65.52000000000001
Delhi,2023-06-18 05:00:00,46.8,75.7,45.2,76.88
Delhi,2023-06-18 06:00:00,50.1,81.0,47.5,82.16
Delhi,2023-06-18 07:00:00,46.0,77.1,50.6,75.6
Delhi,2023-06-18 08:00:00,41.3,72.9,50.1,68.08
Delhi,2023-06-18 09:00:00,35.7,64.0,41.9,59.120000000000005
Delhi,2023-06-18 10:00:00,39.2,68.5,29.7,64.72
Delhi,2023-06-18 11:00:00,45.5,77.8,16.9,74.8
Delhi,2023-06-18 12:00:00,47.1,80.6,13.5,77.36
Delhi,2023-06-18 13:00:00,43.9,75.2,13.1,72.24
Delhi,2023-06-18 14:00:00,39.9,68.9,15.6,65.84
Delhi,2023-06-18 15:00:00,41.1,71.0,18.7,67.76
Delhi,2023-06-18 16:00:00,40.0,69.8,23.4,66.0
Delhi,2023-06-18 17:00:00,38.9,67.3,44.6,64.24
Delhi,2023-06-18 18:00:00,37.4,64.7,59.1,61.839999999999996
Delhi,2023-06-18 19:00:00,42.5,69.2,79.6,70.0
Delhi,2023-06-18 20:00:00,53.8,85.0,99.5,88.08
Delhi,2023-06-18 21:00:00,56.2,88.2,101.2,91.92000000000002
Delhi,2023-06-18 22:00:00,60.1,94.1,96.3,100.33
Delhi,2023-06-18 23:00:00,64.5,100.6,89.2,114.85
Delhi,2023-06-19 00:00:00,67.3,104.3,87.0,124.08999999999999
Delhi,2023-06-19 01:00:00,68.2,105.0,85.0,127.06
Delhi,2023-06-19 02:00:00,64.0,98.5,80.3,113.2
Delhi,2023-06-19 03:00:00,57.4,89.4,73.1,93.84
Delhi,2023-06-19 04:00:00,46.3,74.3,64.0,76.08
Delhi,2023-06-19 05:00:00,46.8,71.2,57.0,76.88
Delhi,2023-06-19 06:00:00,42.0,65.7,54.2,69.2
Delhi,2023-06-19 07:00:00,34.7,55.3,50.2,57.52
Delhi,2023-06-19 08:00:00,28.0,45.8,45.4,44.800000000000004
Delhi,2023-06-19 09:00:00,25.9,42.8,43.3,41.44
Delhi,2023-06-19 10:00:00,27.1,44.8,41.7,43.36000000000001
Delhi,2023-06-19 11:00:00,29.6,48.4,39.0,47.36000000000001
Delhi,2023-06-19 12:00:00,32.9,53.0,35.2,54.64
Delhi,2023-06-19 13:00:00,36.9,58.1,30.6,61.04
Delhi,2023-06-19 14:00:00,38.4,60.1,27.7,63.44
Delhi,2023-06-19 15:00:00,37.0,58.0,28.6,61.2
Delhi,2023-06-19 16:00:00,34.3,53.9,31.6,56.879999999999995
Delhi,2023-06-19 17:00:00,28.9,51.8,25.0,46.24
Delhi,2023-06-19 18:00:00,30.2,52.9,35.6,50.32
Delhi,2023-06-19 19:00:00,42.0,66.1,50.6,69.2
Delhi,2023-06-19 20:00:00,49.9,76.1,64.5,81.84
Delhi,2023-06-19 21:00:00,43.9,67.3,64.2,72.24
Delhi,2023-06-19 22:00:00,39.3,59.3,58.7,64.88
Delhi,2023-06-19 23:00:00,37.4,55.2,51.6,61.839999999999996
Delhi,2023-06-20 00:00:00,36.8,53.9,49.4,60.879999999999995
Delhi,2023-06-20 01:00:00,37.8,55.3,48.0,62.48
Delhi,2023-06-20 02:00:00,38.9,56.7,46.4,64.24
Delhi,2023-06-20 03:00:00,40.9,59.6,45.4,67.44
Delhi,2023-06-20 04:00:00,44.7,65.4,44.7,73.52000000000001
Delhi,2023-06-20 05:00:00,35.4,53.8,25.5,58.64
Delhi,2023-06-20 06:00:00,35.0,54.1,27.5,58.0
Delhi,2023-06-20 07:00:00,33.5,53.0,30.2,55.6
Delhi,2023-06-20 08:00:00,32.8,52.5,31.4,54.48
Delhi,2023-06-20 09:00:00,35.0,55.5,28.4,58.0
Delhi,2023-06-20 10:00:00,38.1,59.8,23.2,62.96
Delhi,2023-06-20 11:00:00,38.0,58.8,17.1,62.8
Delhi,2023-06-20 12:00:00,34.5,53.2,13.9,57.2
Delhi,2023-06-20 13:00:00,30.6,46.9,11.3,50.96
Delhi,2023-06-20 14:00:00,28.0,42.8,10.3,44.800000000000004
Delhi,2023-06-20 15:00:00,26.1,40.0,10.2,41.760000000000005
Delhi,2023-06-20 16:00:00,24.7,37.8,11.3,39.52
Delhi,2023-06-20 17:00:00,42.3,63.1,24.4,69.67999999999999
Delhi,2023-06-20 18:00:00,43.8,65.4,38.5,72.08
Delhi,2023-06-20 19:00:00,51.0,74.7,58.4,83.6
Delhi,2023-06-20 20:00:00,61.0,88.7,78.5,103.3
Delhi,2023-06-20 21:00:00,67.1,97.6,81.8,123.42999999999998
Delhi,2023-06-20 22:00:00,68.2,99.4,79.4,127.06
Delhi,2023-06-20 23:00:00,64.0,93.8,74.5,113.2
Delhi,2023-06-21 00:00:00,56.6,83.1,71.7,92.56
Delhi,2023-06-21 01:00:00,52.4,76.8,68.1,85.84
Delhi,2023-06-21 02:00:00,53.8,78.9,63.2,88.08
Delhi,2023-06-21 03:00:00,55.3,82.9,60.5,90.47999999999999
Delhi,2023-06-21 04:00:00,53.0,82.2,58.1,86.80000000000001
Delhi,2023-06-21 05:00:00,59.0,89.2,59.9,96.4
Delhi,2023-06-21 06:00:00,52.0,81.0,50.0,85.2
Delhi,2023-06-21 07:00:00,42.8,70.1,36.0,70.47999999999999
Delhi,2023-06-21 08:00:00,33.3,60.3,21.5,55.279999999999994
Delhi,2023-06-21 09:00:00,29.7,61.5,17.8,47.52
Delhi,2023-06-21 10:00:00,34.2,74.3,17.5,56.720000000000006
Delhi,2023-06-21 11:00:00,36.9,75.0,20.1,61.04
Delhi,2023-06-21 12:00:00,48.7,91.3,24.8,79.92
Delhi,2023-06-21 13:00:00,56.3,100.1,31.5,92.08
Delhi,2023-06-21 14:00:00,57.3,97.6,37.5,93.68
Delhi,2023-06-21 15:00:00,55.1,92.7,34.9,90.16
Delhi,2023-06-21 16:00:00,53.9,90.6,29.2,88.24000000000001
Delhi,2023-06-21 17:00:00,59.3,94.8,27.8,96.88
Delhi,2023-06-21 18:00:00,56.1,90.1,43.7,91.76
Delhi,2023-06-21 19:00:00,70.3,108.7,66.5,133.98999999999998
Delhi,2023-06-21 20:00:00,98.0,149.0,94.4,226.4
Delhi,2023-06-21 21:00:00,121.5,182.5,110.7,303.0
Delhi,2023-06-21 22:00:00,136.0,202.6,125.1,332.0
Delhi,2023-06-21 23:00:00,131.3,193.7,134.1,322.6
Delhi,2023-06-22 00:00:00,120.6,176.0,128.9,301.2
Delhi,2023-06-22 01:00:00,114.6,167.2,116.1,281.17999999999995
Delhi,2023-06-22 02:00:00,110.1,162.1,96.5,266.33
Delhi,2023-06-22 03:00:00,93.6,140.6,81.7,211.88
Delhi,2023-06-22 04:00:00,88.7,135.0,65.5,194.71
Delhi,2023-06-22 05:00:00,112.9,166.2,67.4,275.57000000000005
Delhi,2023-06-22 06:00:00,95.9,142.5,59.7,219.47000000000003
Delhi,2023-06-22 07:00:00,84.3,128.1,48.6,180.19
Delhi,2023-06-22 08:00:00,72.4,113.9,36.7,140.92000000000002
Delhi,2023-06-22 09:00:00,65.7,106.9,32.8,118.81
Delhi,2023-06-22 10:00:00,63.1,104.5,31.2,110.23
Delhi,2023-06-22 11:00:00,65.4,109.7,31.2,117.82000000000002
Delhi,2023-06-22 12:00:00,66.6,115.5,33.5,121.77999999999997
Delhi,2023-06-22 13:00:00,66.1,117.8,37.4,120.12999999999998
Delhi,2023-06-22 14:00:00,63.6,115.3,39.9,111.88000000000001
Delhi,2023-06-22 15:00:00,62.4,115.3,34.7,107.91999999999999
Delhi,2023-06-22 16:00:00,60.3,112.9,26.4,100.99
Delhi,2023-06-22 17:00:00,56.9,108.7,31.5,93.03999999999999
Delhi,2023-06-22 18:00:00,56.7,105.9,49.8,92.72
Delhi,2023-06-22 19:00:00,78.2,131.3,75.7,160.06
Delhi,2023-06-22 20:00:00,103.8,167.6,101.5,245.54
Delhi,2023-06-22 21:00:00,121.5,190.9,106.2,303.0
Delhi,2023-06-22 22:00:00,130.4,201.6,103.6,320.8
Delhi,2023-06-22 23:00:00,122.5,187.7,94.1,305.0
Delhi,2023-06-23 00:00:00,106.9,163.9,82.4,255.77
Delhi,2023-06-23 01:00:00,94.3,145.3,66.7,214.19
Delhi,2023-06-23 02:00:00,87.3,134.6,47.7,190.08999999999997
Delhi,2023-06-23 03:00:00,80.3,123.4,37.3,166.98999999999998
Delhi,2023-06-23 04:00:00,74.5,114.1,28.6,147.85
Delhi,2023-06-23 05:00:00,72.6,111.8,42.8,141.57999999999998
Delhi,2023-06-23 06:00:00,65.9,103.1,41.7,119.47000000000001
Delhi,2023-06-23 07:00:00,60.5,95.5,40.1,101.65
Delhi,2023-06-23 08:00:00,56.7,90.6,38.4,92.72
Delhi,2023-06-23 09:00:00,56.1,92.2,37.4,91.76
Delhi,2023-06-23 10:00:00,55.8,96.2,36.7,91.28
Delhi,2023-06-23 11:00:00,58.3,102.9,38.1,95.28
Delhi,2023-06-23 12:00:00,71.7,133.2,42.8,138.61
Delhi,2023-06-23 13:00:00,69.8,124.3,49.4,132.33999999999997
Delhi,2023-06-23 14:00:00,78.7,140.2,56.6,161.71
Delhi,2023-06-23 15:00:00,86.4,149.5,58.4,187.12
Delhi,2023-06-23 16:00:00,92.0,155.1,58.5,206.6
Delhi,2023-06-23 17:00:00,78.7,131.3,46.1,161.71
Delhi,2023-06-23 18:00:00,77.8,127.1,75.0,158.73999999999998
Delhi,2023-06-23 19:00:00,89.2,139.2,115.9,196.36
Delhi,2023-06-23 20:00:00,107.8,166.2,157.6,258.74
Delhi,2023-06-23 21:00:00,108.0,164.8,165.9,259.4
Delhi,2023-06-23 22:00:00,104.5,159.7,163.0,247.85
Delhi,2023-06-23 23:00:00,99.4,152.3,153.9,231.02
Delhi,2023-06-24 00:00:00,88.7,136.9,146.4,194.71
Delhi,2023-06-24 01:00:00,91.3,144.4,136.1,204.29
Delhi,2023-06-24 02:00:00,82.2,129.0,121.8,173.26
Delhi,2023-06-24 03:00:00,79.2,123.9,111.1,163.36
Delhi,2023-06-24 04:00:00,77.8,121.5,100.0,158.73999999999998
Delhi,2023-06-24 05:00:00,98.0,149.9,112.4,226.4
Delhi,2023-06-24 06:00:00,80.6,124.3,103.0,167.97999999999996
Delhi,2023-06-24 07:00:00,63.3,99.7,89.8,110.88999999999999
Delhi,2023-06-24 08:00:00,66.6,106.2,76.6,121.77999999999997
Delhi,2023-06-24 09:00:00,58.9,92.7,75.8,96.24000000000001
Delhi,2023-06-24 10:00:00,62.2,97.6,79.1,107.26
Delhi,2023-06-24 11:00:00,65.7,104.8,80.6,118.81
Delhi,2023-06-24 12:00:00,66.1,108.5,74.4,120.12999999999998
Delhi,2023-06-24 13:00:00,68.0,113.9,65.1,126.4
Delhi,2023-06-24 14:00:00,66.8,111.3,56.3,122.44
Delhi,2023-06-24 15:00:00,65.0,105.7,54.2,116.5
Delhi,2023-06-24 16:00:00,63.8,102.7,54.8,112.53999999999999
Delhi,2023-06-24 17:00:00,76.6,120.1,77.5,154.77999999999997
Delhi,2023-06-24 18:00:00,74.7,116.6,84.6,148.51
Delhi,2023-06-24 19:00:00,71.7,109.7,94.7,138.61
Delhi,2023-06-24 20:00:00,68.7,103.6,105.7,128.71
Delhi,2023-06-24 21:00:00,67.5,101.3,111.0,124.75
Delhi,2023-06-24 22:00:00,65.7,98.7,114.5,118.81
Delhi,2023-06-24 23:00:00,59.4,89.6,111.2,97.03999999999999
Delhi,2023-06-25 00:00:00,53.4,80.8,98.3,87.44
Delhi,2023-06-25 01:00:00,50.5,76.6,79.0,82.80000000000001
Delhi,2023-06-25 02:00:00,45.5,69.6,55.3,74.8
Delhi,2023-06-25 03:00:00,41.6,62.6,41.2,68.56
Delhi,2023-06-25 04:00:00,39.1,58.7,28.7,64.56
Delhi,2023-06-25 05:00:00,32.9,48.4,35.0,54.64
Delhi,2023-06-25 06:00:00,32.0,46.7,38.7,53.2
Delhi,2023-06-25 07:00:00,36.9,54.4,44.0,61.04
Delhi,2023-06-25 08:00:00,41.3,61.0,49.7,68.08
Delhi,2023-06-25 09:00:00,38.5,57.7,51.1,63.6
Delhi,2023-06-25 10:00:00,36.1,54.7,51.3,59.760000000000005
Delhi,2023-06-25 11:00:00,40.9,60.8,52.0,67.44
Delhi,2023-06-25 12:00:00,45.1,66.4,54.0,74.16
Delhi,2023-06-25 13:00:00,46.8,69.6,56.7,76.88
Delhi,2023-06-25 14:00:00,50.9,76.1,60.2,83.44
Delhi,2023-06-25 15:00:00,53.1,80.1,61.8,86.96000000000001
Delhi,2023-06-25 16:00:00,50.3,76.4,63.2,82.47999999999999
Delhi,2023-06-25 17:00:00,42.0,62.6,64.0,69.2
Delhi,2023-06-25 18:00:00,43.1,64.3,77.5,70.96000000000001
Delhi,2023-06-25 19:00:00,50.5,74.3,96.7,82.80000000000001
Delhi,2023-06-25 20:00:00,63.3,92.0,117.0,110.88999999999999
Delhi,2023-06-25 21:00:00,70.5,101.7,123.0,134.65
Delhi,2023-06-25 22:00:00,78.2,112.7,124.6,160.06
Delhi,2023-06-25 23:00:00,80.8,115.9,121.7,168.64
Delhi,2023-06-26 00:00:00,74.7,108.0,116.3,148.51
Delhi,2023-06-26 01:00:00,65.2,94.3,107.8,117.16000000000001
Delhi,2023-06-26 02:00:00,56.3,81.5,92.0,92.08
Delhi,2023-06-26 03:00:00,42.8,62.9,73.5,70.47999999999999
Delhi,2023-06-26 04:00:00,39.8,59.1,51.3,65.67999999999999
Delhi,2023-06-26 05:00:00,65.4,95.2,71.3,117.82000000000002
Delhi,2023-06-26 06:00:00,52.0,77.5,66.1,85.2
Delhi,2023-06-26 07:00:00,47.5,71.5,58.5,78.0
Delhi,2023-06-26 08:00:00,46.0,70.1,48.8,75.6
Delhi,2023-06-26 09:00:00,44.8,68.9,42.8,73.67999999999999
Delhi,2023-06-26 10:00:00,39.0,60.3,37.1,64.4
Delhi,2023-06-26 11:00:00,36.8,56.6,31.1,60.879999999999995
Delhi,2023-06-26 12:00:00,38.0,58.2,27.6,62.8
Delhi,2023-06-26 13:00:00,39.5,60.5,24.9,65.2
Delhi,2023-06-26 14:00:00,43.9,66.8,25.1,72.24
Delhi,2023-06-26 15:00:00,46.7,70.8,28.1,76.72
Delhi,2023-06-26 16:00:00,46.3,69.8,33.5,76.08
Delhi,2023-06-26 17:00:00,48.5,72.2,58.0,79.6
Delhi,2023-06-26 18:00:00,52.0,77.3,70.6,85.2
Delhi,2023-06-26 19:00:00,61.0,89.4,88.5,103.3
Delhi,2023-06-26 20:00:00,69.8,101.5,105.9,132.33999999999997
Delhi,2023-06-26 21:00:00,81.7,118.0,107.8,171.61
Delhi,2023-06-26 22:00:00,87.5,126.2,104.3,190.75
Delhi,2023-06-26 23:00:00,92.2,133.2,97.7,207.26000000000002
Delhi,2023-06-27 00:00:00,98.0,141.6,93.4,226.4
Delhi,2023-06-27 01:00:00,101.7,147.1,88.3,238.61
Delhi,2023-06-27 02:00:00,100.1,144.8,81.4,233.32999999999998
Delhi,2023-06-27 03:00:00,95.2,137.4,75.7,217.16
Delhi,2023-06-27 04:00:00,91.5,132.2,69.7,204.95
Delhi,2023-06-27 05:00:00,54.1,78.2,60.0,88.56
Delhi,2023-06-27 06:00:00,46.4,67.5,56.5,76.24
Delhi,2023-06-27 07:00:00,38.3,55.8,51.4,63.279999999999994
Delhi,2023-06-27 08:00:00,36.2,52.9,44.9,59.92
Delhi,2023-06-27 09:00:00,39.8,58.3,41.4,65.67999999999999
Delhi,2023-06-27 10:00:00,45.4,66.8,38.3,74.64
Delhi,2023-06-27 11:00:00,53.8,79.2,33.2,88.08
Delhi,2023-06-27 12:00:00,52.6,78.2,26.5,86.16
Delhi,2023-06-27 13:00:00,48.9,73.3,18.6,80.24
Delhi,2023-06-27 14:00:00,47.7,72.4,14.0,78.32000000000001
Delhi,2023-06-27 15:00:00,51.6,78.5,17.5,84.56
Delhi,2023-06-27 16:00:00,56.8,86.4,25.3,92.88
Delhi,2023-06-27 17:00:00,45.2,68.0,14.7,74.32000000000001
Delhi,2023-06-27 18:00:00,49.0,72.2,25.5,80.4
Delhi,2023-06-27 19:00:00,54.5,78.5,40.8,89.2
Delhi,2023-06-27 20:00:00,58.2,83.1,55.5,95.12
Delhi,2023-06-27 21:00:00,59.4,84.8,56.7,97.03999999999999
Delhi,2023-06-27 22:00:00,59.1,84.8,53.1,96.56
Delhi,2023-06-27 23:00:00,56.9,83.8,47.0,93.03999999999999
Delhi,2023-06-28 00:00:00,53.8,83.6,43.5,88.08
Delhi,2023-06-28 01:00:00,52.0,84.1,39.7,85.2
Delhi,2023-06-28 02:00:00,51.1,84.3,34.3,83.76
Delhi,2023-06-28 03:00:00,49.6,80.8,29.7,81.36
Delhi,2023-06-28 04:00:00,46.8,73.8,24.8,76.88
Delhi,2023-06-28 05:00:00,30.5,43.7,12.8,50.8
Delhi,2023-06-28 06:00:00,27.4,39.5,15.6,43.84
Delhi,2023-06-28 07:00:00,27.6,40.0,19.4,44.160000000000004
Delhi,2023-06-28 08:00:00,28.8,41.8,21.8,46.080000000000005
Delhi,2023-06-28 09:00:00,31.2,45.1,18.9,51.92
Delhi,2023-06-28 10:00:00,33.5,48.0,13.6,55.6
Delhi,2023-06-28 11:00:00,35.2,50.1,7.7,58.32000000000001
Delhi,2023-06-28 12:00:00,34.5,49.4,5.9,57.2
Delhi,2023-06-28 13:00:00,30.5,46.9,5.1,50.8
Delhi,2023-06-28 14:00:00,28.2,44.5,5.2,45.120000000000005
Delhi,2023-06-28 15:00:00,27.0,43.0,4.4,43.2
Delhi,2023-06-28 16:00:00,27.9,44.2,3.9,44.64
Delhi,2023-06-28 17:00:00,32.8,46.8,11.6,54.48
Delhi,2023-06-28 18:00:00,30.2,43.0,18.8,50.32
Delhi,2023-06-28 19:00:00,33.6,48.0,29.1,55.760000000000005
Delhi,2023-06-28 20:00:00,33.2,47.3,40.2,55.120000000000005
Delhi,2023-06-28 21:00:00,31.0,44.4,43.6,51.6
Delhi,2023-06-28 22:00:00,28.9,41.4,44.7,46.24
Delhi,2023-06-28 23:00:00,31.0,44.5,44.5,51.6
Delhi,2023-06-29 00:00:00,31.4,45.3,43.6,52.239999999999995
Delhi,2023-06-29 01:00:00,31.8,46.0,41.7,52.88
Delhi,2023-06-29 02:00:00,28.6,41.7,38.1,45.760000000000005
Delhi,2023-06-29 03:00:00,27.2,39.8,34.4,43.52
Delhi,2023-06-29 04:00:00,25.6,37.8,30.0,40.96000000000001
Delhi,2023-06-29 05:00:00,30.6,45.1,36.0,50.96
Delhi,2023-06-29 06:00:00,28.6,42.0,34.0,45.760000000000005
Delhi,2023-06-29 07:00:00,24.3,35.7,31.1,38.88
Delhi,2023-06-29 08:00:00,22.4,32.5,26.4,35.839999999999996
Delhi,2023-06-29 09:00:00,23.1,33.3,22.0,36.96
Delhi,2023-06-29 10:00:00,26.3,37.6,16.9,42.080000000000005
Delhi,2023-06-29 11:00:00,31.3,44.8,11.3,52.08
Delhi,2023-06-29 12:00:00,34.6,49.7,8.5,57.36
Delhi,2023-06-29 13:00:00,34.5,49.5,6.4,57.2
Delhi,2023-06-29 14:00:00,34.8,50.1,5.9,57.67999999999999
Delhi,2023-06-29 15:00:00,34.7,49.8,6.9,57.52
Delhi,2023-06-29 16:00:00,32.9,47.4,9.3,54.64
Delhi,2023-06-29 17:00:00,26.4,38.0,9.6,42.24
Delhi,2023-06-29 18:00:00,30.7,44.0,23.0,51.12
Delhi,2023-06-29 19:00:00,38.0,54.2,41.9,62.8
Delhi,2023-06-29 20:00:00,42.6,61.0,60.4,70.16
Delhi,2023-06-29 21:00:00,45.4,65.0,62.2,74.64
Delhi,2023-06-29 22:00:00,43.2,61.9,58.1,71.12
Delhi,2023-06-29 23:00:00,40.5,58.0,51.4,66.8
Delhi,2023-06-30 00:00:00,38.1,54.6,47.5,62.96
Delhi,2023-06-30 01:00:00,36.2,51.9,43.2,59.92
Delhi,2023-06-30 02:00:00,35.0,50.2,39.0,58.0
Delhi,2023-06-30 03:00:00,35.5,51.0,38.8,58.8
Delhi,2023-06-30 04:00:00,35.2,50.3,40.1,58.32000000000001
Delhi,2023-06-30 05:00:00,35.5,51.1,41.8,58.8
Delhi,2023-06-30 06:00:00,32.0,45.8,36.8,53.2
Delhi,2023-06-30 07:00:00,29.9,42.8,29.7,47.84
Delhi,2023-06-30 08:00:00,30.9,44.1,21.1,51.44
Delhi,2023-06-30 09:00:00,34.0,48.7,16.6,56.4
Delhi,2023-06-30 10:00:00,38.9,55.8,13.0,64.24
Delhi,2023-06-30 11:00:00,38.6,56.0,9.3,63.760000000000005
Delhi,2023-06-30 12:00:00,38.3,56.7,7.4,63.279999999999994
Delhi,2023-06-30 13:00:00,39.0,59.3,6.4,64.4
Delhi,2023-06-30 14:00:00,41.3,63.6,6.4,68.08
Delhi,2023-06-30 15:00:00,46.4,71.2,7.7,76.24
Delhi,2023-06-30 16:00:00,51.1,77.8,9.9,83.76
Delhi,2023-06-30 17:00:00,26.0,37.7,21.7,41.6
Delhi,2023-06-30 18:00:00,27.9,40.3,31.4,44.64
Delhi,2023-06-30 19:00:00,29.1,41.9,45.2,46.56
Delhi,2023-06-30 20:00:00,38.6,55.5,60.4,63.760000000000005
Delhi,2023-06-30 21:00:00,42.6,61.0,66.7,70.16
Delhi,2023-06-30 22:00:00,44.1,63.1,70.5,72.56
Delhi,2023-06-30 23:00:00,46.1,65.9,69.8,75.76
Delhi,2023-07-01 00:00:00,42.6,61.0,62.3,70.16
Delhi,2023-07-01 01:00:00,36.0,51.5,50.3,59.6
Delhi,2023-07-01 02:00:00,30.5,43.5,36.5,50.8
Delhi,2023-07-01 03:00:00,25.4,36.3,31.4,40.64
Delhi,2023-07-01 04:00:00,21.8,31.0,28.3,34.88
Delhi,2023-07-01 05:00:00,27.7,39.5,30.2,44.32
Delhi,2023-07-01 06:00:00,22.4,31.9,27.5,35.839999999999996
Delhi,2023-07-01 07:00:00,22.2,31.7,23.6,35.52
Delhi,2023-07-01 08:00:00,24.0,34.3,18.6,38.400000000000006
Delhi,2023-07-01 09:00:00,28.2,40.6,15.7,45.120000000000005
Delhi,2023-07-01 10:00:00,30.4,44.2,13.1,50.64
Delhi,2023-07-01 11:00:00,31.0,46.1,10.1,51.6
Delhi,2023-07-01 12:00:00,30.7,47.1,8.0,51.12
Delhi,2023-07-01 13:00:00,31.4,52.0,6.1,52.239999999999995
Delhi,2023-07-01 14:00:00,31.7,56.8,5.2,52.72
Delhi,2023-07-01 15:00:00,33.2,63.6,4.2,55.120000000000005
Delhi,2023-07-01 16:00:00,34.5,69.4,3.7,57.2
